contact_n,month_n,duration,emp.var.rate,euribor3m,y_n
1.0,0.0,0.05064063453325199,0.33333333333333337,0.13829063704375427,0.0
1.0,0.3333333333333333,0.05186089078706529,1.0,0.9814101110859217,0.0
1.0,0.3333333333333333,0.01525320317266626,0.10416666666666674,0.04987531172069826,0.0
1.0,0.0,0.03823469595281676,0.33333333333333337,0.15075946497392884,0.0
0.0,0.0,0.023998372991661583,0.9375,0.9580593969621403,0.0
1.0,0.0,0.019524100061012815,0.33333333333333337,0.1466787576513262,0.0
0.0,0.0,0.02623550945698597,0.9375,0.9573792790750397,0.0
1.0,0.3333333333333333,0.03599755948749238,1.0,0.9816368170482885,0.0
0.0,0.0,0.04311572096806997,0.9375,0.9573792790750397,0.0
0.0,0.1111111111111111,0.06060606060606061,1.0,0.9809566991611882,0.0
0.0,0.1111111111111111,0.03762456782591011,1.0,0.9809566991611882,0.0
1.0,0.2222222222222222,0.04779336994102095,1.0,0.9807299931988211,0.0
1.0,0.0,0.09965426072808622,0.33333333333333337,0.15710723192019949,0.0
0.0,0.1111111111111111,0.011592434411226357,1.0,0.9802765812740877,0.0
1.0,0.2222222222222222,0.00508440105755542,1.0,0.9800498753117208,0.0
1.0,0.2222222222222222,0.04209884075655888,1.0,0.9807299931988211,0.0
1.0,0.3333333333333333,0.10189139719341062,1.0,0.9820902289730222,0.0
0.0,0.1111111111111111,0.053894651210087456,1.0,0.9777828156880528,0.0
1.0,0.3333333333333333,0.021557860484034984,1.0,0.9825436408977557,0.0
0.0,0.1111111111111111,0.028472645922310354,1.0,0.9807299931988211,0.0
1.0,0.2222222222222222,0.07463900752491356,1.0,0.9814101110859217,0.0
0.0,0.0,0.027862517795403705,0.9375,0.9573792790750397,0.0
1.0,0.3333333333333333,0.06833435021354484,1.0,0.9816368170482885,0.0
0.0,0.0,0.0835875533862111,0.9375,0.9571525731126729,0.0
0.0,0.5555555555555556,0.03213341468375026,0.6875,0.7902969848107007,0.0
1.0,0.0,0.029082774049217004,0.33333333333333337,0.14282475629109048,0.0
1.0,0.5555555555555556,0.25523693308928214,0.6875,0.7803219224665607,0.0
1.0,0.3333333333333333,0.07646939190563351,1.0,0.9814101110859217,0.0
0.0,0.1111111111111111,0.013016066707341876,1.0,0.9594196327363409,0.0
1.0,0.0,0.03864144803742119,0.33333333333333337,0.1586941736567672,0.0
0.0,0.0,0.0520642668293675,0.9375,0.9573792790750397,0.0
1.0,0.3333333333333333,0.07280862314419362,1.0,0.9816368170482885,0.0
1.0,0.0,0.014846451088061827,0.33333333333333337,0.13829063704375427,0.0
1.0,0.0,0.06833435021354484,0.33333333333333337,0.1586941736567672,0.0
0.0,0.0,0.12202562538133008,0.9375,0.9578326909997734,0.0
0.0,0.1111111111111111,0.09070571486678869,1.0,0.9591929267739743,0.0
0.0,0.2222222222222222,0.06162294081757169,1.0,0.9811834051235548,0.0
1.0,0.8888888888888888,0.048403498067927604,0.33333333333333337,0.17479029698481074,0.0
0.0,0.0,0.15680292861500916,0.9375,0.9569258671503063,1.0
1.0,0.3333333333333333,0.061419564775269476,1.0,0.9818635230106552,0.0
0.0,1.0,0.01606670734187513,0.0,0.02380412604851509,0.0
1.0,0.5555555555555556,0.04535285743339435,0.6875,0.7803219224665607,0.0
1.0,0.3333333333333333,0.038844824079723415,1.0,0.9814101110859217,0.0
0.0,0.1111111111111111,0.12629652226967664,1.0,0.9594196327363409,0.0
0.0,0.1111111111111111,0.01606670734187513,1.0,0.9594196327363409,0.0
1.0,0.3333333333333333,0.04982713036404312,1.0,0.9818635230106552,0.0
1.0,0.0,0.07158836689038031,0.33333333333333337,0.1586941736567672,0.0
0.0,0.0,0.018100467764897297,0.9375,0.9573792790750397,0.0
1.0,0.5555555555555556,0.009762050030506406,0.6875,0.7803219224665607,0.0
1.0,0.1111111111111111,0.04535285743339435,0.10416666666666674,0.14237134436635684,0.0
0.0,0.1111111111111111,0.013422818791946308,1.0,0.9802765812740877,0.0
0.0,0.1111111111111111,0.054708155379296325,1.0,0.9809566991611882,0.0
0.0,0.0,0.014846451088061827,0.9375,0.9573792790750397,0.0
0.0,0.0,0.03803131991051455,0.9375,0.9569258671503063,0.0
0.0,0.0,0.11470408785845028,0.9375,0.9578326909997734,0.0
1.0,0.3333333333333333,0.12853365873500103,0.3541666666666667,0.06121060983903878,1.0
1.0,0.0,0.09599349196664633,0.33333333333333337,0.15710723192019949,0.0
1.0,0.8888888888888888,0.04677648972950987,0.33333333333333337,0.17479029698481074,0.0
1.0,0.5555555555555556,0.04148871262965223,0.6875,0.7902969848107007,0.0
0.0,0.0,0.01972747610331503,0.9375,0.9571525731126729,0.0
0.0,0.0,0.03437055114907464,0.9375,0.9578326909997734,0.0
0.0,0.1111111111111111,0.05918242830994509,1.0,0.9802765812740877,0.0
1.0,0.3333333333333333,0.07219849501728696,1.0,0.9818635230106552,0.0
0.0,0.1111111111111111,0.20683343502135448,1.0,0.9594196327363409,1.0
1.0,0.5555555555555556,0.015456579214968477,0.0,0.018136476989344813,0.0
0.0,0.1111111111111111,0.0701647345942648,1.0,0.9594196327363409,0.0
1.0,0.8888888888888888,0.07911328045556233,0.33333333333333337,0.17479029698481074,0.0
1.0,0.7777777777777777,0.0520642668293675,0.33333333333333337,0.0036272953978689626,1.0
0.0,0.8888888888888888,0.008541793776693106,0.33333333333333337,0.17479029698481074,0.0
0.0,0.0,0.023591620907057152,0.9375,0.9578326909997734,0.0
0.0,0.0,0.02237136465324385,0.9375,0.9580593969621403,0.0
0.0,0.1111111111111111,0.03864144803742119,1.0,0.9805032872364543,0.0
1.0,0.2222222222222222,0.09314622737441529,1.0,0.9811834051235548,0.0
1.0,0.2222222222222222,0.024811877160870452,1.0,0.9811834051235548,0.0
0.0,0.1111111111111111,0.02033760423022168,1.0,0.9805032872364543,0.0
0.0,0.1111111111111111,0.021964612568639418,1.0,0.9805032872364543,0.0
1.0,0.5555555555555556,0.040471832418141146,0.6875,0.7803219224665607,0.0
1.0,0.4444444444444444,0.042505592841163314,0.0,0.020403536613012918,0.0
1.0,0.0,0.0896888346552776,0.33333333333333337,0.16096123328043532,0.0
0.0,0.1111111111111111,0.008541793776693106,1.0,0.9809566991611882,0.0
1.0,0.3333333333333333,0.029896278218425873,1.0,0.9825436408977557,0.0
1.0,0.3333333333333333,0.03355704697986577,1.0,0.9829970528224894,0.0
1.0,0.2222222222222222,0.033760423022167994,1.0,0.9807299931988211,0.0
1.0,0.3333333333333333,0.016473459426479563,1.0,0.9811834051235548,0.0
1.0,0.2222222222222222,0.07423225544030913,1.0,0.9814101110859217,0.0
1.0,0.5555555555555556,0.07911328045556233,0.6875,0.7977782815688053,0.0
1.0,0.3333333333333333,0.03131991051454139,1.0,0.9818635230106552,0.0
1.0,0.0,0.021354484441732765,0.33333333333333337,0.16096123328043532,0.0
0.0,0.1111111111111111,0.034167175106772425,1.0,0.9589662208116074,0.0
1.0,0.2222222222222222,0.03131991051454139,1.0,0.9802765812740877,0.0
1.0,0.3333333333333333,0.18364856619890177,1.0,0.9816368170482885,1.0
1.0,0.2222222222222222,0.01789709172259508,1.0,0.9800498753117208,0.0
0.0,0.2222222222222222,0.07362212731340248,1.0,0.9811834051235548,0.0
0.0,0.2222222222222222,0.011999186495830792,1.0,0.979823169349354,0.0
1.0,0.5555555555555556,0.07199511897498474,0.0,0.01858988891407845,1.0
0.0,0.0,0.034980679275981294,0.9375,0.9573792790750397,0.0
0.0,0.5555555555555556,0.03274354281065691,0.6875,0.7977782815688053,0.0
0.0,0.0,0.09233272320520643,0.9375,0.9580593969621403,0.0
0.0,0.1111111111111111,0.0034573927191376857,1.0,0.9591929267739743,0.0
0.0,0.0,0.002237136465324385,0.33333333333333337,0.14327816821582406,0.0
1.0,0.3333333333333333,0.016270083384177347,1.0,0.9811834051235548,0.0
1.0,0.0,0.05247101891397194,0.33333333333333337,0.13965087281795513,0.0
1.0,0.3333333333333333,0.08236729713239781,1.0,0.9814101110859217,0.0
1.0,0.2222222222222222,0.02765914175310149,1.0,0.9814101110859217,0.0
0.0,0.0,0.029692902176123654,0.9375,0.9569258671503063,0.0
1.0,0.3333333333333333,0.09965426072808622,1.0,0.9816368170482885,0.0
1.0,0.3333333333333333,0.022778116737848284,1.0,0.9814101110859217,0.0
0.0,0.0,0.1887329672564572,0.9375,0.9569258671503063,1.0
0.0,0.0,0.029082774049217004,0.9375,0.9569258671503063,0.0
1.0,0.0,0.05735204392922514,0.33333333333333337,0.1586941736567672,0.0
1.0,0.2222222222222222,0.14114297335773845,1.0,0.9814101110859217,0.0
1.0,0.0,0.009965426072808623,0.33333333333333337,0.15075946497392884,0.0
1.0,0.0,0.056335163717714055,0.33333333333333337,0.14894581727499434,0.0
1.0,0.5555555555555556,0.03782794386821233,0.0,0.01858988891407845,0.0
0.0,0.2222222222222222,0.09558673988204189,1.0,0.9795964633869871,0.0
1.0,0.0,0.003864144803742119,0.33333333333333337,0.1632282929041034,0.0
0.0,0.0,0.019524100061012815,0.9375,0.9571525731126729,0.0
1.0,0.2222222222222222,0.03864144803742119,1.0,0.9809566991611882,0.0
1.0,0.3333333333333333,0.01911734797640838,1.0,0.9814101110859217,0.0
0.0,0.0,0.03579418344519016,0.9375,0.9573792790750397,0.0
1.0,0.3333333333333333,0.01077893024201749,1.0,0.9811834051235548,0.0
0.0,0.0,0.016676835468781778,0.9375,0.9573792790750397,0.0
1.0,0.5555555555555556,0.09579011592434411,0.6875,0.8063931081387441,0.0
0.0,0.5555555555555556,0.0193207240187106,0.6875,0.7803219224665607,0.0
1.0,0.3333333333333333,0.034573927191376856,1.0,0.9818635230106552,0.0
0.0,0.0,0.07057148667886923,0.9375,0.9580593969621403,0.0
1.0,0.5555555555555556,0.025218629245474886,0.6875,0.7902969848107007,0.0
1.0,0.5555555555555556,0.044946105348789914,0.6875,0.7902969848107007,0.0
1.0,0.3333333333333333,0.03213341468375026,1.0,0.9814101110859217,0.0
1.0,0.3333333333333333,0.016676835468781778,1.0,0.9823169349353889,0.0
1.0,0.8888888888888888,0.03396379906447021,0.33333333333333337,0.17592382679664476,0.0
1.0,0.3333333333333333,0.030913158429936957,1.0,0.9816368170482885,0.0
1.0,0.0,0.09945088468578402,0.33333333333333337,0.15075946497392884,0.0
0.0,0.0,0.02745576571079927,0.9375,0.9578326909997734,0.0
1.0,0.3333333333333333,0.03782794386821233,0.3541666666666667,0.060077080027204716,0.0
0.0,0.0,0.011592434411226357,0.9375,0.9573792790750397,0.0
0.0,0.7777777777777777,0.04738661785641652,0.33333333333333337,0.2033552482430288,1.0
1.0,0.2222222222222222,0.10270490136261948,1.0,0.9809566991611882,0.0
1.0,0.3333333333333333,0.11877160870449462,0.10416666666666674,0.046248016322829294,0.0
0.0,0.0,0.027252389668497055,0.9375,0.9576059850374066,0.0
1.0,1.0,0.14053284523083182,0.0,0.0242575379732487,1.0
0.0,0.2222222222222222,0.02115110839943055,1.0,0.9805032872364543,0.0
0.0,0.2222222222222222,0.017083587553386213,1.0,0.9814101110859217,0.0
1.0,0.3333333333333333,0.02867602196461257,1.0,0.9825436408977557,0.0
1.0,0.5555555555555556,0.0642668293675005,0.6875,0.7803219224665607,0.0
0.0,0.1111111111111111,0.1136872076469392,1.0,0.9805032872364543,1.0
1.0,0.2222222222222222,0.03396379906447021,1.0,0.9811834051235548,0.0
0.0,0.0,0.06650396583282489,0.9375,0.9573792790750397,0.0
1.0,0.3333333333333333,0.03131991051454139,1.0,0.9816368170482885,0.0
1.0,0.8888888888888888,0.014439699003457393,0.33333333333333337,0.17705735660847882,0.0
0.0,0.2222222222222222,0.0036607687614399025,1.0,0.9825436408977557,0.0
0.0,0.1111111111111111,0.016473459426479563,1.0,0.9823169349353889,0.0
1.0,0.2222222222222222,0.18466544641041285,1.0,0.9800498753117208,0.0
0.0,0.0,0.07138499084807809,0.9375,0.9573792790750397,0.0
1.0,0.2222222222222222,0.01077893024201749,1.0,0.9802765812740877,0.0
1.0,0.0,0.06162294081757169,0.33333333333333337,0.15710723192019949,0.0
1.0,0.2222222222222222,0.04982713036404312,1.0,0.9809566991611882,0.0
1.0,0.3333333333333333,0.01972747610331503,1.0,0.9814101110859217,0.0
1.0,0.0,0.04433597722188327,0.33333333333333337,0.16096123328043532,0.0
0.0,0.0,0.0423022167988611,0.9375,0.9569258671503063,0.0
1.0,0.8888888888888888,0.03254016676835469,0.33333333333333337,0.18159147585581503,0.0
0.0,0.2222222222222222,0.07158836689038031,0.10416666666666674,0.09635003400589434,1.0
1.0,0.3333333333333333,0.009151921903599756,1.0,0.9816368170482885,0.0
1.0,0.0,0.003254016676835469,0.33333333333333337,0.15393334844706413,0.0
0.0,0.1111111111111111,0.0532845230831808,1.0,0.9594196327363409,0.0
0.0,0.0,0.11104331909701037,0.9375,0.9571525731126729,0.0
1.0,0.3333333333333333,0.016473459426479563,1.0,0.9820902289730222,0.0
1.0,0.3333333333333333,0.07972340858246899,1.0,0.9814101110859217,0.0
0.0,0.0,0.0036607687614399025,0.9375,0.9571525731126729,0.0
1.0,0.2222222222222222,0.1307707952003254,1.0,0.9814101110859217,0.0
1.0,0.3333333333333333,0.17917429326825302,1.0,0.9814101110859217,1.0
1.0,0.2222222222222222,0.0896888346552776,1.0,0.9809566991611882,0.0
0.0,0.0,0.0726052471018914,0.9375,0.9589662208116074,0.0
0.0,0.1111111111111111,0.04209884075655888,0.3541666666666667,0.0201768306506461,1.0
0.0,0.2222222222222222,0.02115110839943055,1.0,0.9805032872364543,0.0
1.0,0.3333333333333333,0.04677648972950987,1.0,0.9816368170482885,0.0
0.0,0.0,0.015863331299572913,0.9375,0.9571525731126729,0.0
0.0,0.1111111111111111,0.018710595891803947,1.0,0.9805032872364543,0.0
1.0,0.3333333333333333,0.01850721984950173,1.0,0.9816368170482885,0.0
1.0,0.3333333333333333,0.021354484441732765,1.0,0.9820902289730222,0.0
1.0,0.2222222222222222,0.06508033353670938,1.0,0.9807299931988211,0.0
0.0,0.2222222222222222,0.012609314622737441,1.0,0.9807299931988211,0.0
1.0,0.0,0.003050640634533252,0.33333333333333337,0.14894581727499434,0.0
1.0,0.8888888888888888,0.032946918852959126,0.33333333333333337,0.17479029698481074,0.0
0.0,0.0,0.038844824079723415,0.9375,0.9578326909997734,0.0
1.0,0.0,0.07911328045556233,0.33333333333333337,0.1466787576513262,0.0
1.0,0.0,0.12426276184665447,0.33333333333333337,0.15393334844706413,0.0
1.0,0.5555555555555556,0.006304657311368721,0.6875,0.7678530945363864,0.0
0.0,0.0,0.14826113483831604,0.9375,0.9573792790750397,0.0
1.0,0.2222222222222222,0.061826316859873914,1.0,0.9811834051235548,0.0
0.0,0.0,0.02765914175310149,0.33333333333333337,0.01473588755384267,0.0
0.0,0.0,0.08846857840146431,0.9375,0.9573792790750397,0.0
1.0,0.2222222222222222,0.055521659548505194,1.0,0.9807299931988211,0.0
1.0,0.2222222222222222,0.06589383770591824,1.0,0.9811834051235548,0.0
0.0,0.0,0.07341875127110026,0.9375,0.9580593969621403,0.0
0.0,0.2222222222222222,0.14683750254220054,1.0,0.9795964633869871,0.0
1.0,0.8888888888888888,0.01464307504575961,0.33333333333333337,0.17479029698481074,0.0
0.0,0.0,0.025218629245474886,0.9375,0.9576059850374066,0.0
0.0,0.0,0.033760423022167994,0.9375,0.9573792790750397,0.0
1.0,0.3333333333333333,0.04433597722188327,1.0,0.9816368170482885,0.0
1.0,0.2222222222222222,0.20540980272523898,1.0,0.9811834051235548,0.0
1.0,0.3333333333333333,0.12283912955053895,1.0,0.9816368170482885,0.0
1.0,0.5555555555555556,0.09863738051657514,0.6875,0.7803219224665607,0.0
1.0,0.2222222222222222,0.023998372991661583,1.0,0.9802765812740877,0.0
0.0,0.1111111111111111,0.01972747610331503,1.0,0.9809566991611882,0.0
0.0,0.1111111111111111,0.013626194834248526,1.0,0.9805032872364543,0.0
1.0,0.3333333333333333,0.02603213341468375,1.0,0.9816368170482885,0.0
0.0,0.3333333333333333,0.02603213341468375,1.0,0.9814101110859217,0.0
1.0,0.4444444444444444,0.01911734797640838,0.4791666666666667,0.08297438222625256,0.0
1.0,0.2222222222222222,0.057148667886922924,1.0,0.9802765812740877,0.0
0.0,0.0,0.013016066707341876,0.33333333333333337,0.1466787576513262,0.0
0.0,0.0,0.03904820012202563,0.9375,0.9580593969621403,0.0
1.0,0.5555555555555556,0.020947732357128334,0.6875,0.8063931081387441,0.0
1.0,0.3333333333333333,0.02623550945698597,1.0,0.9818635230106552,0.0
0.0,0.0,0.01525320317266626,0.9375,0.9573792790750397,0.0
0.0,0.0,0.025015253203172667,0.9375,0.9573792790750397,0.0
0.0,0.1111111111111111,0.015456579214968477,1.0,0.9811834051235548,0.0
0.0,0.0,0.11755135245068131,0.9375,0.9576059850374066,1.0
0.0,0.3333333333333333,0.05938580435224731,1.0,0.9816368170482885,0.0
1.0,0.0,0.01972747610331503,0.33333333333333337,0.16096123328043532,0.0
1.0,0.2222222222222222,0.10270490136261948,1.0,0.9802765812740877,0.0
1.0,0.2222222222222222,0.09273947528981086,1.0,0.9811834051235548,0.0
1.0,0.2222222222222222,0.01016880211511084,1.0,0.9811834051235548,0.0
0.0,0.1111111111111111,0.030303030303030307,1.0,0.9591929267739743,0.0
1.0,0.3333333333333333,0.016676835468781778,1.0,0.9818635230106552,0.0
0.0,0.0,0.030506406345332523,0.9375,0.9589662208116074,0.0
1.0,0.0,0.06569046166361603,0.33333333333333337,0.14894581727499434,0.0
1.0,0.3333333333333333,0.015659955257270694,1.0,0.9818635230106552,0.0
0.0,0.1111111111111111,0.05247101891397194,1.0,0.9809566991611882,0.0
1.0,0.4444444444444444,0.14541387024608501,0.4791666666666667,0.08954885513489003,1.0
0.0,0.0,0.021557860484034984,0.9375,0.9580593969621403,0.0
1.0,0.5555555555555556,0.02745576571079927,0.6875,0.7803219224665607,0.0
0.0,0.0,0.04860687411022982,0.9375,0.9573792790750397,0.0
1.0,0.3333333333333333,0.02033760423022168,1.0,0.9816368170482885,0.0
0.0,0.1111111111111111,0.015863331299572913,1.0,0.9809566991611882,0.0
1.0,0.2222222222222222,0.009965426072808623,1.0,0.9811834051235548,0.0
0.0,0.2222222222222222,0.023998372991661583,1.0,0.9825436408977557,0.0
0.0,0.0,0.021964612568639418,0.9375,0.9571525731126729,0.0
1.0,0.0,0.03986170429123449,0.33333333333333337,0.15075946497392884,0.0
0.0,0.0,0.24039048200122026,0.9375,0.9573792790750397,1.0
0.0,0.0,0.04779336994102095,0.9375,0.9576059850374066,0.0
1.0,0.3333333333333333,0.009965426072808623,0.10416666666666674,0.04330083881206076,0.0
0.0,0.0,0.03742119178360789,0.9375,0.9573792790750397,0.0
0.0,0.8888888888888888,0.0447427293064877,0.33333333333333337,0.17705735660847882,0.0
1.0,0.3333333333333333,0.1488712629652227,1.0,0.9818635230106552,0.0
0.0,0.0,0.06589383770591824,0.33333333333333337,0.15710723192019949,0.0
1.0,0.8888888888888888,0.017693715680292862,0.33333333333333337,0.18385853547948316,0.0
0.0,0.1111111111111111,0.031523286556843604,1.0,0.9589662208116074,0.0
0.0,0.0,0.06528370957901158,0.9375,0.9573792790750397,0.0
0.0,0.0,0.03233679072605247,0.9375,0.9580593969621403,0.0
1.0,0.3333333333333333,0.29997966239576984,1.0,0.9820902289730222,0.0
1.0,0.2222222222222222,0.07463900752491356,0.3541666666666667,0.05667649059170257,1.0
1.0,0.0,0.05531828350620297,0.33333333333333337,0.14327816821582406,0.0
1.0,0.2222222222222222,0.07179174293268253,1.0,0.9800498753117208,0.0
0.0,0.0,0.04901362619483425,0.9375,0.9569258671503063,0.0
0.0,1.0,0.002440512507626602,0.4791666666666667,0.055542960779868505,0.0
0.0,0.0,0.0968069961358552,0.9375,0.9569258671503063,0.0
1.0,0.4444444444444444,0.24506813097417124,0.0,0.022897302199047842,0.0
0.0,0.4444444444444444,0.031116534472239173,0.6875,0.9430968034459306,1.0
1.0,0.2222222222222222,0.04657311368720765,1.0,0.9807299931988211,0.0
1.0,0.2222222222222222,0.010372178157413058,1.0,0.9809566991611882,0.0
1.0,0.2222222222222222,0.022574740695546068,1.0,0.9814101110859217,0.0
0.0,0.0,0.0799267846247712,0.9375,0.9576059850374066,0.0
1.0,0.5555555555555556,0.03009965426072809,0.6875,0.7977782815688053,0.0
0.0,0.1111111111111111,0.28350620296929024,1.0,0.9807299931988211,1.0
1.0,0.7777777777777777,0.02887939800691479,0.33333333333333337,0.2641124461573339,1.0
1.0,0.0,0.09233272320520643,0.33333333333333337,0.14894581727499434,0.0
1.0,0.0,0.13971934106162295,0.33333333333333337,0.14327816821582406,1.0
0.0,0.1111111111111111,0.02603213341468375,1.0,0.9811834051235548,0.0
1.0,0.0,0.01077893024201749,0.33333333333333337,0.13965087281795513,0.0
1.0,0.3333333333333333,0.017490339637990647,0.10416666666666674,0.05599637270460214,1.0
1.0,0.5555555555555556,0.029692902176123654,0.6875,0.7803219224665607,0.0
0.0,0.1111111111111111,0.045962985560301,1.0,0.9823169349353889,0.0
1.0,0.2222222222222222,0.1452104942037828,1.0,0.9800498753117208,0.0
1.0,0.0,0.0044742729306487695,0.33333333333333337,0.15075946497392884,0.0
1.0,0.2222222222222222,0.0848078096400244,1.0,0.9811834051235548,0.0
1.0,0.3333333333333333,0.017490339637990647,1.0,0.9816368170482885,0.0
1.0,0.1111111111111111,0.015863331299572913,0.10416666666666674,0.1419179324416232,0.0
0.0,0.0,0.010982306284319707,0.9375,0.9576059850374066,0.0
1.0,0.8888888888888888,0.05694529184462071,0.33333333333333337,0.18385853547948316,0.0
0.0,0.0,0.05674191580231849,0.9375,0.9571525731126729,0.0
1.0,0.3333333333333333,0.023591620907057152,1.0,0.9814101110859217,0.0
0.0,0.1111111111111111,0.0014236322961155177,1.0,0.9805032872364543,0.0
0.0,0.0,0.03518405531828351,0.9375,0.9573792790750397,0.0
1.0,0.0,0.03477730323367908,0.33333333333333337,0.1632282929041034,0.0
1.0,0.2222222222222222,0.014236322961155175,1.0,0.9809566991611882,0.0
